0	507
0	6551
0	8210
0	9745
1	184
1	206
1	337
1	872
1	1272
1	1456
1	1517
1	1559
1	2073
1	2316
1	2396
1	2772
1	2791
1	2965
1	3354
1	3957
1	4135
1	4222
1	4383
1	5967
1	6338
1	6418
1	6744
1	6953
1	7067
1	7159
1	7455
1	7515
1	7605
1	7990
1	7992
1	8162
1	8201
1	8210
1	8518
1	8739
1	9170
1	9207
1	9516
1	9915
1	9968
1	10020
1	10651
1	11087
1	11328
1	11918
1	12888
1	13346
2	35
2	1224
2	1303
2	1392
2	2748
2	2782
2	3350
2	3757
2	4535
2	4564
2	4987
2	5596
2	5601
2	6625
2	7378
2	7796
2	8807
2	8856
2	9185
2	9514
2	9853
2	9869
2	9890
2	9915
2	10450
2	12432
3	883
3	1104
3	2593
3	3716
3	4316
3	5253
3	5789
3	5842
3	8140
3	8457
3	9702
3	9738
3	10517
3	12346
3	13647
4	943
4	6769
4	12167
5	120
5	2464
5	2824
5	2986
5	5207
5	5258
5	6279
5	6624
5	6783
5	8798
5	9822
5	9988
5	10039
5	10054
5	11392
5	12783
6	2361
6	9745
6	10331
7	242
7	719
7	872
7	2343
7	2767
7	3000
7	3011
7	3145
7	3414
7	4021
7	4528
7	4938
7	5146
7	5370
7	5601
7	5914
7	7378
7	8210
7	9055
7	9185
7	9738
7	9772
7	10016
7	10032
7	10037
7	10556
7	10894
7	11126
7	11218
7	11285
7	12544
7	12926
8	4990
8	7769
8	8047
8	11608
9	3124
9	6359
9	7396
9	10922
11	114
11	995
11	1189
11	1793
11	1923
11	2133
11	2300
11	2927
11	3452
11	4135
11	4471
11	4709
11	4794
11	5144
11	5250
11	5370
11	6104
11	7126
11	7648
11	7663
11	7920
11	7984
11	8002
11	8140
11	8210
11	8299
11	9271
11	9566
11	11502
11	11783
11	12482
11	12760
11	12888
11	13529
11	13651
12	114
12	153
12	218
12	294
12	872
12	922
12	1041
12	1462
12	1524
12	1548
12	2241
12	2553
12	2672
12	2787
12	4075
12	4630
12	5096
12	5853
12	5908
12	5927
12	6082
12	6154
12	6204
12	6338
12	6704
12	7038
12	7208
12	7345
12	7676
12	7743
12	8036
12	8210
12	8376
12	8471
12	8604
12	8742
12	9191
12	9271
12	9915
12	10041
12	10446
12	10610
12	11254
12	12094
12	12111
12	12643
12	12647
12	12786
12	12860
12	12888
12	13529
12	13573
13	590
13	1412
13	6338
13	7605
13	8140
13	8210
13	9765
13	11526
13	12025
14	148
14	303
14	2126
14	2222
14	3846
14	3905
14	4249
14	4590
14	5281
14	5453
14	5548
14	5970
14	5976
14	6205
14	6824
14	6930
14	7010
14	7163
14	7190
14	7590
14	7610
14	7705
14	8239
14	9233
14	9291
14	10000
14	10173
14	11337
14	11640
14	11664
14	11796
14	12039
14	12449
14	13445
14	13707
15	859
15	872
15	883
15	3161
15	4815
15	7441
15	7604
15	8140
15	9603
15	11641
16	767
16	863
16	883
16	919
16	960
16	1248
16	1419
16	1524
16	2562
16	3022
16	3199
16	3508
16	4528
16	4832
16	4847
16	4932
16	5358
16	5513
16	5941
16	6120
16	6686
16	6928
16	6950
16	7655
16	8140
16	8210
16	8626
16	8690
16	8856
16	9234
16	9251
16	9772
16	10310
16	10734
16	10756
16	12178
16	12434
16	12459
16	12475
16	12926
16	13166
17	856
17	1392
17	2147
17	2276
17	3571
17	4987
17	5596
17	6426
17	6728
17	7963
17	8577
17	9684
17	9704
17	9890
17	10116
17	10492
17	11957
17	12615
18	860
18	2507
18	3222
19	3722
19	4178
19	9368
19	12651
20	11472
21	470
21	1168
21	1456
21	2316
21	4383
21	4986
21	5144
21	6294
21	6338
21	7159
21	7984
21	8140
21	8266
21	9915
21	12877
21	13745
22	1628
22	2548
22	2648
22	3726
22	3882
22	5184
22	5265
22	5582
22	6952
22	7531
22	8033
22	8442
22	9453
22	11128
22	11369
22	11516
22	11730
22	12256
22	13022
22	13154
22	13245
23	3452
23	13557
25	4498
25	7742
25	8748
25	9149
25	10660
25	12597
26	4957
26	5092
26	6571
26	8141
26	11504
27	5424
28	193
28	515
28	883
28	1212
28	1322
28	2368
28	3022
28	3364
28	3367
28	3495
28	3959
28	4412
28	4862
28	5118
28	7378
28	7398
28	7742
28	7963
28	8251
28	9654
28	9772
28	9860
28	10032
28	11011
28	11308
28	11541
28	12544
28	12550
28	13175
29	2966
29	3296
29	3653
29	3756
29	4391
29	5171
29	5843
29	6176
29	7367
29	8222
29	8318
29	8702
29	8885
29	8930
29	9052
29	9465
29	10358
29	11369
29	11759
29	13245
29	13317
30	8
30	6922
30	9168
31	114
31	140
31	218
31	455
31	1524
31	1743
31	1790
31	1793
31	1887
31	2300
31	3022
31	3089
31	3199
31	3222
31	3958
31	4617
31	4709
31	4872
31	4881
31	4932
31	5250
31	5598
31	5670
31	6120
31	6175
31	6247
31	6290
31	6820
31	6872
31	7648
31	7745
31	8210
31	8217
31	8747
31	8885
31	9231
31	9251
31	9829
31	9873
31	10083
31	10110
31	10153
31	10272
31	10335
31	10343
31	10433
31	11143
31	12283
31	12443
31	12888
31	13319
31	13650
31	13651
32	1861
32	2040
32	2071
32	2935
32	4316
32	5220
32	5224
32	6294
32	6338
32	6910
32	6986
32	9295
32	9702
32	9772
32	10251
33	282
33	925
33	4556
33	5811
33	5980
33	6923
33	6968
33	7193
33	9190
33	11377
33	11867
33	12844
34	218
34	307
34	582
34	588
34	694
34	883
34	1292
34	1599
34	1712
34	1790
34	1871
34	2593
34	2701
34	3145
34	3183
34	3210
34	3222
34	3260
34	3394
34	3859
34	3971
34	4843
34	5034
34	5842
34	6928
34	7930
34	8140
34	9201
34	9915
34	11095
34	11126
34	11273
34	11526
34	12081
34	13407
35	719
35	893
35	963
35	1212
35	1224
35	1678
35	2321
35	3235
35	3350
35	3495
35	4334
35	5164
35	6522
35	6887
35	6907
35	7417
35	8140
35	8251
35	8807
35	8856
35	9757
35	10438
35	10538
35	10832
35	10863
35	10886
35	12506
35	12819
35	12908
35	12980
36	920
36	1705
36	2547
36	3227
36	3244
36	3314
36	4046
36	6087
36	6468
36	8051
36	8628
36	9032
36	9709
36	9955
36	10168
36	10464
36	10476
36	10810
36	10853
36	11015
36	11158
36	12143
36	12762
36	13031
36	13047
37	301
37	4289
37	5185
37	10358
37	10747
38	205
38	455
38	1524
38	1946
38	3569
38	6120
38	7759
38	8626
38	9234
38	9457
38	10011
38	10408
38	12888
38	13499
39	2141
39	2430
39	3918
39	5275
39	5278
39	6351
39	6439
39	6571
39	6822
39	7137
39	7880
39	8762
39	9064
39	9772
39	11058
39	11078
39	12053
39	13317
40	507
40	872
40	1015
40	1080
40	1347
40	2138
40	2153
40	2241
40	2351
40	3098
40	3201
40	4135
40	4185
40	5356
40	5853
40	6257
40	6365
40	6551
40	6561
40	7984
40	8140
40	8210
40	9119
40	9915
40	11316
40	11418
40	12144
40	12472
40	12888
40	13636
41	191
41	872
41	995
41	1524
41	2241
41	2791
41	3027
41	4067
41	4075
41	4528
41	4630
41	4709
41	4804
41	5040
41	5715
41	5853
41	6026
41	6338
41	6418
41	6460
41	6704
41	7395
41	7676
41	7933
41	7984
41	8101
41	8140
41	8210
41	8376
41	9039
41	9566
41	9606
41	9915
41	10084
41	10458
41	10480
41	10602
41	10610
41	10770
41	10929
41	11552
41	11966
41	12368
41	12717
41	12860
41	12888
41	12900
42	2372
42	2955
42	3275
42	8210
42	8947
44	686
44	1261
44	2076
44	3722
44	7149
44	8361
45	2042
45	7570
46	4316
46	6240
46	8539
46	10578
46	10660
46	13045
47	624
47	2464
47	2549
47	2824
47	3969
47	4007
47	4781
47	5006
47	5014
47	5253
47	5258
47	6279
47	6783
47	6979
47	6997
47	8153
47	8176
47	8671
47	9763
47	9955
47	10054
47	10536
47	11392
47	13592
48	9975
48	11790
48	12204
49	90
49	108
49	261
49	405
49	749
49	2094
49	2308
49	2409
49	4481
49	4578
49	4668
49	4822
49	6103
49	6769
49	9215
49	9409
49	9425
49	10243
49	11569
49	11573
49	11860
49	11965
49	12143
49	12167
49	12807
49	13582
50	1380
50	1892
