35	593813
39890	1154233
3222	1131137
91581	31863
33231	445938
561610	561595
594047	1129629
15987	1127530
90470	106590
887	265203
424	1135125
4329	1110768
853118	1140289
6910	1154103
64271	73327
14429	73119
307015	1131198
35	1117476
18811	20920
68115	47684
610529	1153946
6215	1120170
29492	1112426
197452	1135894
40131	118079
152227	987197
3828	1152896
696343	1133428
18832	1122425
147870	1109185
289781	801170
662250	1132073
3229	96335
145176	40124
3231	1102761
182093	197054
1717	1116336
19621	948147
101143	101145
45189	192850
35	1129018
10796	1135358
756061	1136110
15429	1153160
85352	1153280
89547	237376
74975	1128407
2665	1132968
133563	133566
3231	328370
8875	1152676
4329	28254
12197	111866
15892	1118388
642641	645084
400356	1120777
12182	65650
4330	1132461
35	1137466
74698	134307
179180	1110563
154982	1133028
175291	52784
5348	1114192
6910	1132083
424	47684
6786	714975
10183	10186
267824	1153195
66563	1123530
85352	1114331
1997	1109542
1365	1106287
65653	1112319
1035	1034
227286	1115790
906	1140040
49482	7297
6814	1117348
4804	1108175
1365	1120211
40	1109017
2653	1116268
36145	1104055
10798	434
59798	30895
194609	563613
14062	1152358
24966	145134
70444	1107215
33231	1105531
646809	1131374
28287	56709
28542	124064
6213	1106547
39210	66986
67246	31769
1365	1154169
2665	631052
28350	95579
6125	28641
10531	194617
56119	1104999
50381	62274
573964	513189
205196	950986
2440	1061127
54132	59715
4329	105899
39127	592830
6151	6213
34257	1114398
127940	243274
12169	989397
14549	592830
39126	1107067
35	1136814
107177	1119751
1956	1153150
4649	1105887
5064	272345
35	259702
263482	1114512
56709	1128959
105856	193931
1955	1110390
35	1112911
28385	1106112
3231	636098
102879	9513
131042	40125
6898	1123188
35	1131752
135130	1105221
35	573978
285687	285675
28487	95586
13212	170338
25805	1110028
16819	644334
8699	104840
90655	1122642
3236	1125467
35	579008
111866	249858
27627	116021
519318	1125906
238099	1127851
643221	16819
33818	1120138
3229	16461
2665	1132486
33231	1132887
6910	1152150
189571	1154232
561593	1131223
129045	1121313
7419	1105764
233106	12275
8594	1132809
24043	1111265
114	1106112
3191	423463
82664	3097
12347	72101
154982	1121867
3112	470511
284414	1115456
13972	1126050
25794	582343
27243	1104851
5348	139547
141342	78511
1365	1108050
69198	411005
36620	189620
83847	1106287
646334	646357
12576	1107674
644441	644334
77758	25772
9716	6539
593022	1128946
2696	2698
6238	1130356
633081	31489
240321	1132434
8703	59244
751408	1135899
42221	42209
35	1154459
645046	646334
20601	20602
1481	1120563
54131	593859
52784	1104851
144701	1112911
61069	975567
16471	273949
853155	853118
1717	1135108
118559	1108209
62607	294145
19621	1114442
6213	628668
144212	1131549
12165	1107567
28632	32260
40605	40583
35	1956
162080	1109830
521252	1125992
189620	1129994
739280	746058
1246	1104007
87417	1128453
103529	1107171
593155	593240
249421	1127812
325314	1122704
35	594543
27623	686030
73712	1112194
174425	174418
633585	884094
2665	578309
763009	1136446
12576	416455
6771	65653
35	1129573
4274	1105428
31055	1106630
91038	52515
578898	578646
20193	1119180
1481	1117184
75983	1106568
6213	6214
631015	631052
644361	645016
6782	1123068
141342	575292
39127	46476
5462	227286
2695	1120197
910	1114118
575795	1128975
36131	1152633
2440	6917
178718	1110546
22386	38845
513189	576691
8619	175291
154023	154047
6214	628500
6385	1103162
1272	444240
389715	107251
202639	643597
910	31043
102061	509315
337766	110162
255233	33303
27531	1106370
6923	187354
34263	90655
853114	19621
4330	168410
19231	12960
10796	46536
641956	1131149
16843	1152991
119712	1114118
255628	1140543
141342	40
54129	578649
307656	270085
189620	1133417
91853	1110579
649739	1131464
235678	235670
1272	636098
48781	1120643
1365	949511
16819	1131274
42848	1104379
159084	1152711
35	1152508
6346	1112075
7419	1117760
45533	1104495
358884	358894
1272	520471
25772	1126503
33907	1103960
29492	1122574
58552	1113828
35	1130847
230884	1131607
630890	1130678
78557	1120138
12182	1153183
152731	1109392
35	1152421
423816	1134865
647447	577331
15987	3192
2696	1108050
3217	86840
578309	578347
563613	1129572
65653	1105450
23116	1111978
66809	82090
10169	552469
50354	123556
399339	1120731
4330	1132459
576362	1129629
643221	1131334
41714	197054
3233	272720
578646	1128291
58758	1128208
135798	1108656
35	1131116
4804	102884
95597	95579
61069	28456
3084	33303
6784	1116629
49720	49753
645016	1154071
40151	1104261
531348	531351
561568	153063
5064	1120563
1953	1153166
8224	1128531
5064	5069
4335	1136310
18781	18785
210871	595157
46079	1152569
97377	211432
56708	28287
2665	1122704
289780	1128453
593091	593248
51180	1107319
683355	683404
2696	256106
66782	1105505
123825	447250
1959	101143
3191	137873
263498	1152761
6741	1130637
486840	1128975
82920	1153943
117	28387
35	1131557
35343	1118332
57922	1118658
1365	1129443
58758	1128204
66594	8821
1272	1128256
683294	682508
17821	245955
1365	1128839
47839	1124837
187260	1110950
202639	242637
1237	102938
73162	653441
7272	1136446
302545	1152858
6209	95579
119686	198443
10435	41417
1365	1105062
155736	155738
35490	95188
3095	110162
59626	6125
6214	399339
3828	310530
779960	1137140
12337	16451
397488	1120643
210871	1128151
649731	123825
1955	110163
1717	1115291
3191	1131267
49844	1127851
245288	1122460
101143	596075
10435	1103394
2658	1132948
288107	1123215
25702	1118848
12638	6898
936	207395
153063	1131223
738941	1135455
134307	134316
755082	1136393
45533	1115456
5600	1022969
47570	385067
7272	763181
54131	593942
251756	1102550
6151	1107355
3229	83826
423816	48781
6786	1106789
521183	1125992
6334	1152975
184918	171225
162075	737204
126927	646286
86258	1106418
154982	129897
13654	987188
18781	86840
123825	1131634
85324	299197
12576	1071981
35	593260
14529	1114864
8865	8875
10183	1114336
2440	63931
289945	48550
579008	594387
19045	593210
67245	31769
132806	45599
3220	1130634
126927	126920
15429	57948
70520	27631
35	1113831
6213	13960
3218	66782
4878	1102567
3229	31769
38845	1110579
575077	593544
24966	1154042
601462	1129369
6311	235776
27249	368431
13269	17476
189572	1134348
128383	1108329
35	576795
578337	696345
16008	3191
126868	1108258
3112	110164
4804	976284
84021	18582
6213	6215
35	1153577
32260	62274
645897	126927
66990	1117501
503877	1154076
693143	695284
39890	1123689
3222	1114222
387795	128540
6216	1113739
6220	134128
35	1127430
17208	95435
561595	561581
28640	1059953
35	66563
1026	1102550
656048	1131828
35852	1035
4584	1128839
16819	1131236
42207	219239
395540	1130676
2654	1106630
4584	1130567
753047	753265
193352	193354
126920	103543
887	1111304
144701	1136342
753264	767763
853115	853114
190698	198443
82920	307015
13024	899119
95198	1110579
1272	30901
227178	1114502
55403	1128531
206524	48075
27623	686015
824245	1139009
739707	950305
28350	1129243
641976	672070
2440	1110426
18781	1108175
592826	1128935
360028	1118823
4584	6214
